epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
153,433.684,0.84553,0.46127,0.98441,0.98074,0.97311,0.98882,0.64857,1.25723,0.51042,1.24089,0.000830833,0.000830833,0.000830833
154,436.496,0.82276,0.45535,0.98492,0.97457,0.97985,0.98858,0.65202,1.25898,0.50289,1.24108,0.000825332,0.000825332,0.000825332
155,439.311,0.82852,0.45032,0.97943,0.97735,0.98282,0.989,0.66447,1.27596,0.5005,1.2432,0.000819831,0.000819831,0.000819831
156,442.11,0.80218,0.45672,0.97979,0.97774,0.98044,0.98995,0.65929,1.29189,0.51021,1.27899,0.000814329,0.000814329,0.000814329
157,444.906,0.84136,0.46041,1.00195,0.97709,0.97772,0.98963,0.65362,1.29188,0.5104,1.28817,0.000808828,0.000808828,0.000808828
158,447.672,0.8136,0.45001,0.97493,0.96019,0.98214,0.98877,0.66111,1.2829,0.50426,1.27886,0.000803327,0.000803327,0.000803327
159,450.401,0.81019,0.4618,0.992,0.96314,0.98461,0.98872,0.663,1.27984,0.49329,1.27331,0.000797826,0.000797826,0.000797826
160,453.158,0.79897,0.45507,0.97992,0.96305,0.98469,0.98875,0.65755,1.28573,0.49675,1.28161,0.000792325,0.000792325,0.000792325
161,455.987,0.78366,0.44446,0.96722,0.99319,0.95992,0.98933,0.66923,1.25586,0.50122,1.25665,0.000786824,0.000786824,0.000786824
162,458.817,0.79466,0.4366,0.96557,0.99205,0.96726,0.98986,0.66789,1.25013,0.50057,1.25049,0.000781323,0.000781323,0.000781323
163,461.625,0.80036,0.43606,0.97026,0.97938,0.97302,0.98976,0.66458,1.25007,0.49281,1.24869,0.000775822,0.000775822,0.000775822
164,464.416,0.80305,0.44499,0.98871,0.98216,0.96247,0.99058,0.66869,1.23211,0.48121,1.23472,0.000770321,0.000770321,0.000770321
165,467.192,0.80149,0.43939,0.98872,0.97362,0.97427,0.99135,0.66888,1.23722,0.48447,1.23585,0.00076482,0.00076482,0.00076482
166,469.992,0.80523,0.45272,0.97467,0.97606,0.97391,0.99136,0.6722,1.25367,0.48977,1.24302,0.000759318,0.000759318,0.000759318
167,472.755,0.80949,0.45062,0.97555,0.96426,0.97328,0.98935,0.66719,1.24801,0.49858,1.24418,0.000753817,0.000753817,0.000753817
168,475.679,0.78337,0.43094,0.97141,0.95736,0.97853,0.98614,0.66844,1.23727,0.49862,1.23414,0.000748316,0.000748316,0.000748316
169,478.653,0.78103,0.44347,0.96855,0.95591,0.96678,0.98335,0.67551,1.22477,0.50249,1.22471,0.000742815,0.000742815,0.000742815
170,481.468,0.78925,0.43344,0.96413,0.95503,0.96696,0.98494,0.66811,1.23695,0.50459,1.23353,0.000737314,0.000737314,0.000737314
